dataset_id,underlying_dataset_id,comparison_scope,method,method_type,metric,mean,std,n,source,protocol_note
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,IDC,archived_external_reference,nmi,0.0719717827355145,,1,result/baseline_comparison/summary.csv,archived baseline CSV; not a fresh matched V19 rerun
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,IDC,archived_external_reference,acc,0.1712962962962963,,1,result/baseline_comparison/summary.csv,archived baseline CSV; not a fresh matched V19 rerun
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,TableDC,archived_external_reference,ari,0.024659943942200335,,1,result/baseline_comparison/summary.csv,archived baseline CSV; not a fresh matched V19 rerun
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,TableDC,archived_external_reference,nmi,0.05535722549348737,,1,result/baseline_comparison/summary.csv,archived baseline CSV; not a fresh matched V19 rerun
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,TableDC,archived_external_reference,acc,0.18518518518518517,,1,result/baseline_comparison/summary.csv,archived baseline CSV; not a fresh matched V19 rerun
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,TopoGate,archived_external_reference,ari,0.33028345562268857,,1,result/baseline_comparison/summary.csv,archived baseline CSV; not a fresh matched V19 rerun
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,TopoGate,archived_external_reference,nmi,0.5690493500339817,,1,result/baseline_comparison/summary.csv,archived baseline CSV; not a fresh matched V19 rerun
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,TopoGate,archived_external_reference,acc,0.5944444444444444,,1,result/baseline_comparison/summary.csv,archived baseline CSV; not a fresh matched V19 rerun
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,ZEUS,archived_external_reference,ari,0.11584456987791063,,1,result/baseline_comparison/summary.csv,archived baseline CSV; not a fresh matched V19 rerun
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,ZEUS,archived_external_reference,nmi,0.37227923061828916,,1,result/baseline_comparison/summary.csv,archived baseline CSV; not a fresh matched V19 rerun
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,ZEUS,archived_external_reference,acc,0.4064814814814815,,1,result/baseline_comparison/summary.csv,archived baseline CSV; not a fresh matched V19 rerun
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,V19_rg_default,fresh_postfreeze_v19,ari,0.3629769007532266,0.019275513298943128,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,V19_rg_default,fresh_postfreeze_v19,nmi,0.599185234063602,0.00397761888169932,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,V19_rg_default,fresh_postfreeze_v19,acc,0.6064814814814815,0.01245705930284601,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,V19_rg_full,fresh_postfreeze_v19,ari,0.37864463828525424,0.02164593001704166,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,V19_rg_full,fresh_postfreeze_v19,nmi,0.6106918569659663,0.0036215726290522924,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,V19_rg_full,fresh_postfreeze_v19,acc,0.6108024691358025,0.018549357038662628,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
