algorithm,dataset_idx,dataset_name,dataset_type,acc,nmi,ari,time
idec,87,first-order-theorem-proving.npz,tabular,0.302332,0.045426,0.039895,46.820953
idec,88,gina_prior2.npz,tabular,0.306517,0.205889,0.128604,28.974035
idec,89,fabert.npz,tabular,0.217110,0.016455,0.012573,79.424994
idec,90,dilbert.npz,tabular,0.368100,0.149484,0.108561,101.593297
idec,91,synthetic_control.npz,tabular,0.638333,0.679974,0.564898,6.926179
idec,92,Drug Consumption.npz,tabular,0.344387,0.002550,0.002307,18.289197
idec,93,shuttle.npz,tabular,0.856300,0.168612,0.268558,89.843101
idec,94,tr45.wc.npz,tabular,0.233235,0.063545,0.001633,11.462145
idec,95,steel-plates-fault.npz,tabular,0.547141,0.018147,0.002553,18.619838
idec,96,fbis.wc.npz,tabular,0.242259,0.071090,0.025660,24.658490
idec,97,mfeat-fourier.npz,tabular,0.533000,0.495079,0.371939,18.851250
idec,98,vehicle.npz,tabular,0.391647,0.118534,0.085487,7.953559
idec,99,micro-mass.npz,tabular,0.453704,0.481883,0.278788,5.319987
idec,100,ISOLET.npz,tabular,0.377068,0.543221,0.259500,64.253211
idec,101,poker-hand.npz,tabular,0.544233,0.001302,0.002563,90.306182
idec,102,tamilnadu-electricity.npz,tabular,0.069667,0.006370,0.000067,76.916751
idec,103,mnist64.npz,image,0.474122,0.342770,0.259231,13.060141
idec,104,MNIST_CLIP.npz,image,0.466553,0.378767,0.275409,95.028700
idec,105,fashion_mnist.npz,image,0.501333,0.477086,0.334758,30.504473
idec,106,FashionMNIST_CLIP.npz,image,0.549033,0.562845,0.401073,79.121747
idec,107,cifar10.npz,image,0.168821,0.042446,0.018199,34.701963
idec,108,CIFAR10_CLIP.npz,image,0.554000,0.525745,0.382134,93.984351
idec,109,coil20.npz,image,0.596991,0.730707,0.517698,12.396316
idec,110,COIL20_CLIP.npz,image,0.725694,0.893551,0.709566,12.312162
idec,111,labeled_faces_in_the_wild.npz,image,0.521515,0.002004,0.001523,31.663588
idec,112,flickr_material_database.npz,image,0.188231,0.071907,0.022492,11.071268
idec,113,street_view_house_numbers.npz,image,0.154827,0.027630,-0.000769,9.636787
idec,114,har.npz,image,0.540590,0.553755,0.447578,7.625501
idec,115,Indian_pines.npz,image,0.599609,0.440819,0.309292,69.757198
idec,116,satellite_image.npz,image,0.555711,0.402322,0.332506,59.510188
idec,117,olivetti_faces.npz,image,0.402500,0.646942,0.236398,5.238456
idec,118,PCam.npz,image,0.198148,0.100885,0.053072,11.560089
idec,119,cnae9.npz,text,0.570359,0.020230,0.024394,32.809681
idec,120,imdb.npz,text,0.402980,0.006877,-0.004915,27.023097
idec,121,hate_speech.npz,text,0.548641,0.009650,0.011839,23.038490
idec,122,sentiment_labeld_sentences.npz,text,0.937725,0.465408,0.645114,8.076161
idec,123,sms_spam_collection.npz,text,0.388583,0.283529,0.189302,103.686906
idec,124,wos.npz,text,0.958529,0.787993,0.841745,99.108297
idec,125,enron.npz,text,0.710107,0.390931,0.371882,65.985507
idec,126,reuters.npz,text,0.132853,0.108932,0.033937,119.515596
idec,127,20newsgroups.npz,text,0.592241,0.331280,0.300317,397.632473
idec,128,Mouse_retina.npz,bioinfo,0.579900,0.041714,0.041677,436.283165
idec,129,Campbell.npz,bioinfo,0.616833,0.071069,0.054451,121.890063
idec,130,Baron Human.npz,bioinfo,0.216819,0.031100,0.018728,205.080665
kernel_kmeans,0,echocardiogram.npz,tabular,0.885246,0.428979,0.574930,0.024254
kernel_kmeans,1,skillcraft1_master_table_dataset.npz,tabular,0.333031,0.152240,0.084037,49.276776
kernel_kmeans,2,breast_cancer_wisconsin_original.npz,tabular,0.963397,0.762041,0.857727,0.107509
kernel_kmeans,3,smoker_condition.npz,tabular,0.990119,0.918074,0.960759,0.288793
kernel_kmeans,4,glass_identification.npz,tabular,0.546729,0.368432,0.241321,0.266752
kernel_kmeans,5,statlog_image_segmentation.npz,tabular,0.663636,0.629889,0.523622,4.771371
kernel_kmeans,6,planning_relax.npz,tabular,0.587912,0.002083,0.009649,0.049963
kernel_kmeans,7,customer_classification.npz,tabular,0.340000,0.019345,0.016480,2.201208
kernel_kmeans,8,pima_indians_diabetes_database.npz,tabular,0.713542,0.127789,0.180074,0.812252
kernel_kmeans,9,mobile_price_classification.npz,tabular,0.299500,0.009191,0.006979,5.583108
kernel_kmeans,10,spambase.npz,tabular,0.862204,0.413373,0.522353,3.752454
kernel_kmeans,11,rice_seed_gonen_jasmine.npz,tabular,0.977298,0.859317,0.911227,1.411984
kernel_kmeans,12,heart_attack_analysis_prediction_dataset.npz,tabular,0.815182,0.326155,0.395138,0.140280
kernel_kmeans,13,user_knowledge_modeling.npz,tabular,0.554264,0.283394,0.221253,0.279850
kernel_kmeans,14,world12d.npz,tabular,0.866667,0.767047,0.782341,0.112319
kernel_kmeans,15,pumpkin_seeds.npz,tabular,0.808400,0.301922,0.380174,1.159794
kernel_kmeans,16,iris.npz,tabular,0.853333,0.661287,0.645147,0.062841
kernel_kmeans,17,wine.npz,tabular,0.971910,0.885905,0.916611,0.053148
kernel_kmeans,18,letter_recognition.npz,tabular,0.308247,0.380837,0.156765,339.156548
kernel_kmeans,19,mammographic_mass.npz,tabular,0.797590,0.292606,0.353467,0.150302
kernel_kmeans,20,breast_tissue.npz,tabular,0.509434,0.528730,0.299833,0.062654
kernel_kmeans,21,hepatitis.npz,tabular,0.900000,0.347220,0.543526,0.026737
kernel_kmeans,22,predicting_pulsar_star.npz,tabular,0.967648,0.598774,0.747021,6.120322
kernel_kmeans,23,breast_cancer_wisconsin_prognostic.npz,tabular,0.919156,0.597093,0.699808,0.228968
kernel_kmeans,24,wireless_indoor_localization.npz,tabular,0.928500,0.805883,0.820606,4.245448
kernel_kmeans,25,date_fruit.npz,tabular,0.776169,0.753825,0.754421,2.183298
kernel_kmeans,26,zoo.npz,tabular,0.871287,0.833476,0.856938,0.061867
kernel_kmeans,27,htru2.npz,tabular,0.966397,0.579721,0.740037,3.011042
kernel_kmeans,28,ionosphere.npz,tabular,0.709402,0.129866,0.172724,0.151585
kernel_kmeans,29,music_genre_classification.npz,tabular,0.384000,0.310035,0.182111,6.070540
kernel_kmeans,30,spectf_heart.npz,tabular,0.775000,0.381014,0.295387,0.021367
kernel_kmeans,31,rice_dataset_cammeo_and_osmancik.npz,tabular,0.913911,0.572007,0.685019,0.770775
kernel_kmeans,32,ph_recognition.npz,tabular,0.537519,0.611113,0.392204,2.178460
kernel_kmeans,33,banknote_authentication.npz,tabular,0.739796,0.189196,0.229373,2.544066
kernel_kmeans,34,wine_quality.npz,tabular,0.368356,0.055358,0.044464,16.997051
kernel_kmeans,35,cardiovascular_study.npz,tabular,0.830885,0.018065,0.079872,0.635096
kernel_kmeans,36,statlog_german_credit.npz,tabular,0.695000,0.004713,0.019805,0.391246
kernel_kmeans,37,boston.npz,tabular,0.922078,0.770225,0.754393,0.100451
kernel_kmeans,38,seismic_bumps.npz,tabular,0.897833,0.022476,0.106717,0.166773
kernel_kmeans,39,dry_bean.npz,tabular,0.785036,0.714203,0.668766,26.532996
kernel_kmeans,40,credit_risk_classification.npz,tabular,0.686475,0.000952,0.016280,0.602773
kernel_kmeans,41,epileptic_seizure_recognition.npz,tabular,0.358435,0.109040,0.086144,52.053738
kernel_kmeans,42,website_phishing.npz,tabular,0.705839,0.238773,0.336627,1.096145
kernel_kmeans,43,optical_recognition_of_handwritten_digits.npz,tabular,0.767983,0.731114,0.634163,25.030913
kernel_kmeans,44,siberian_weather_stats.npz,tabular,0.332623,0.110398,0.043635,6.518882
kernel_kmeans,45,orbit_classification_for_prediction_nasa.npz,tabular,0.614402,0.056239,0.058486,9.114319
kernel_kmeans,46,magic_gamma_telescope.npz,tabular,0.565057,0.069688,0.003008,6.971753
kernel_kmeans,47,raisin.npz,tabular,0.768889,0.339398,0.288567,0.852492
kernel_kmeans,48,patient_treatment_classification.npz,tabular,0.612194,0.030201,0.049410,3.345094
kernel_kmeans,49,fetal_health_classification.npz,tabular,0.654280,0.203553,0.199639,2.491379
kernel_kmeans,50,dermatology.npz,tabular,0.846369,0.905922,0.850019,0.371035
kernel_kmeans,51,secom.npz,tabular,0.922144,0.014927,0.067690,0.873959
kernel_kmeans,52,paris_housing_classification.npz,tabular,0.506700,0.000036,0.000050,4.169616
kernel_kmeans,53,seeds.npz,tabular,0.923810,0.740284,0.785207,0.083548
kernel_kmeans,54,wine_customer.npz,tabular,0.971910,0.892585,0.914880,0.071319
kernel_kmeans,55,crowdsourced_mapping.npz,tabular,0.488547,0.293553,0.157066,61.830049
kernel_kmeans,56,durum_wheat_features.npz,tabular,0.758222,0.472225,0.431290,5.198262
kernel_kmeans,57,classification_in_asteroseismology.npz,tabular,0.914086,0.606913,0.681480,1.537568
kernel_kmeans,58,birds_bones_and_living_habits.npz,tabular,0.450363,0.279367,0.241320,0.706853
kernel_kmeans,59,microbes.npz,tabular,0.204402,0.076734,0.030857,62.993918
kernel_kmeans,60,image_segmentation.npz,tabular,0.666667,0.661717,0.538843,0.333176
kernel_kmeans,61,water_quality.npz,tabular,0.525609,0.000119,-0.001758,1.829240
kernel_kmeans,62,insurance_company_benchmark.npz,tabular,0.940055,0.000093,-0.000321,1.021736
kernel_kmeans,63,harbermans_survival.npz,tabular,0.748366,0.059622,0.146191,0.115401
kernel_kmeans,64,yeast.npz,tabular,0.478410,0.293933,0.213587,5.465177
kernel_kmeans,65,heart_disease.npz,tabular,0.383838,0.216824,0.179890,0.337189
kernel_kmeans,66,ecoli.npz,tabular,0.834862,0.671819,0.731085,0.239599
kernel_kmeans,67,extyaleb.npz,tabular,0.498433,0.410216,0.192017,0.359504
kernel_kmeans,68,breast_cancer_coimbra.npz,tabular,0.637931,0.050096,0.067933,0.104907
kernel_kmeans,69,student_grade.npz,tabular,0.792405,0.291671,0.340058,0.166085
kernel_kmeans,70,human_stress_detection.npz,tabular,0.828086,0.707679,0.628423,3.620791
kernel_kmeans,71,fraud_detection_bank.npz,tabular,0.765777,0.099409,0.117927,8.247780
kernel_kmeans,72,pen_based_recognition_of_handwritten_digits.npz,tabular,0.777022,0.723022,0.630736,61.408572
kernel_kmeans,73,diabetic_retinopathy_debrecen.npz,tabular,0.589053,0.021466,0.030826,0.606040
kernel_kmeans,74,pistachio.npz,tabular,0.778399,0.269314,0.309571,0.974070
kernel_kmeans,75,turkish_music_emotion.npz,tabular,0.600000,0.329213,0.323134,0.685619
kernel_kmeans,76,parkinsons.npz,tabular,0.625641,0.143297,0.053447,0.083702
kernel_kmeans,77,weather.npz,tabular,1.000000,1.000000,1.000000,0.224377
kernel_kmeans,78,blood_transfusion_service_center.npz,tabular,0.766043,0.016081,0.021485,0.119765
kernel_kmeans,79,mfeat-karhunen.npz,tabular,0.768000,0.674244,0.581873,13.456762
kernel_kmeans,80,mfeat-factors.npz,tabular,0.759500,0.724863,0.643735,10.280474
kernel_kmeans,81,wall-robot-navigation.npz,tabular,0.476723,0.125633,0.086675,8.313021
kernel_kmeans,82,Waveform.npz,tabular,0.505600,0.365070,0.253856,3.074656
kernel_kmeans,83,gas-drift.npz,tabular,0.364500,0.262764,0.087346,13.917298
kernel_kmeans,84,mfeat-morphological.npz,tabular,0.678500,0.695743,0.575873,8.412847
kernel_kmeans,85,JapaneseVowels.npz,tabular,0.416625,0.410451,0.255658,96.310508
kernel_kmeans,86,rmftsa_sleepdata.npz,tabular,0.348633,0.060383,0.049638,1.660486
kernel_kmeans,87,first-order-theorem-proving.npz,tabular,0.326087,0.036349,0.019836,13.030300
kernel_kmeans,88,gina_prior2.npz,tabular,0.498558,0.444072,0.320830,33.215214
kernel_kmeans,89,fabert.npz,tabular,0.261382,0.080293,0.005181,36.527145
kernel_kmeans,90,dilbert.npz,tabular,0.360500,0.159790,0.101681,72.076712
kernel_kmeans,91,synthetic_control.npz,tabular,0.831667,0.760727,0.665958,0.775455
kernel_kmeans,92,Drug Consumption.npz,tabular,0.379646,0.008687,0.010893,1.766650
kernel_kmeans,93,shuttle.npz,tabular,0.912300,0.435434,0.524908,5.121084
kernel_kmeans,94,tr45.wc.npz,tabular,0.276627,0.099240,-0.009594,7.756398
kernel_kmeans,95,steel-plates-fault.npz,tabular,0.652756,0.000675,-0.000483,0.375847
kernel_kmeans,96,fbis.wc.npz,tabular,0.328780,0.190127,0.068879,22.484582
kernel_kmeans,97,mfeat-fourier.npz,tabular,0.556000,0.525192,0.384000,10.222357
kernel_kmeans,98,vehicle.npz,tabular,0.362884,0.149893,0.094676,0.432177
kernel_kmeans,99,micro-mass.npz,tabular,0.486111,0.669973,0.422769,1.164202
kernel_kmeans,100,ISOLET.npz,tabular,0.555085,0.711896,0.497669,169.251390
kernel_kmeans,101,poker-hand.npz,tabular,0.508100,0.000200,0.000163,13.031353
kernel_kmeans,102,tamilnadu-electricity.npz,tabular,0.067100,0.005965,0.000009,363.081020
kernel_kmeans,103,mnist64.npz,image,0.839187,0.725903,0.674510,4.087729
kernel_kmeans,104,MNIST_CLIP.npz,image,0.570128,0.518717,0.396686,286.340493
kernel_kmeans,105,fashion_mnist.npz,image,0.564000,0.502069,0.366996,41.993127
kernel_kmeans,106,FashionMNIST_CLIP.npz,image,0.670900,0.667628,0.555580,130.933800
kernel_kmeans,107,cifar10.npz,image,0.209538,0.073208,0.034691,64.341399
kernel_kmeans,108,CIFAR10_CLIP.npz,image,0.731200,0.676343,0.569428,134.483699
kernel_kmeans,109,coil20.npz,image,0.631944,0.749603,0.536775,11.134115
kernel_kmeans,110,COIL20_CLIP.npz,image,0.800000,0.915414,0.790047,13.190676
kernel_kmeans,111,labeled_faces_in_the_wild.npz,image,0.525000,0.001832,0.002051,9.578233
kernel_kmeans,112,flickr_material_database.npz,image,0.348044,0.267223,0.136923,22.519061
kernel_kmeans,113,street_view_house_numbers.npz,image,0.155738,0.032909,0.000478,2.733941
kernel_kmeans,114,har.npz,image,0.557823,0.572487,0.495581,0.900659
kernel_kmeans,115,Indian_pines.npz,image,0.575412,0.474513,0.308109,8.423703
kernel_kmeans,116,satellite_image.npz,image,0.684382,0.612312,0.531902,17.200400
kernel_kmeans,117,olivetti_faces.npz,image,0.552500,0.772211,0.401580,19.171445
kernel_kmeans,118,PCam.npz,image,0.334259,0.367933,0.088326,2.790987
kernel_kmeans,119,cnae9.npz,text,0.738769,0.171871,0.227806,17.133382
kernel_kmeans,120,imdb.npz,text,0.775225,0.043142,0.123177,1.012290
kernel_kmeans,121,hate_speech.npz,text,0.559680,0.081782,0.014098,0.568698
kernel_kmeans,122,sentiment_labeld_sentences.npz,text,0.946108,0.529512,0.681064,0.319967
kernel_kmeans,123,sms_spam_collection.npz,text,0.462439,0.318234,0.239680,136.236668
kernel_kmeans,124,wos.npz,text,0.960896,0.766393,0.849686,27.249680
kernel_kmeans,125,enron.npz,text,0.830900,0.528205,0.561291,16.976007
kernel_kmeans,126,reuters.npz,text,0.169052,0.135370,0.047157,424.172984
kernel_kmeans,127,20newsgroups.npz,text,0.940852,0.738819,0.854118,79.316751
kernel_kmeans,128,Mouse_retina.npz,bioinfo,0.469128,0.314758,0.345064,809.174065
kernel_kmeans,129,Campbell.npz,bioinfo,0.557000,0.010458,0.012754,31.754357
kernel_kmeans,130,Baron Human.npz,bioinfo,0.411549,0.210036,0.087535,292.365533
kfsc,0,echocardiogram.npz,tabular,0.586885,0.203231,-0.009351,0.127016
kfsc,1,skillcraft1_master_table_dataset.npz,tabular,0.257645,0.059444,0.029643,5.766108
kfsc,2,breast_cancer_wisconsin_original.npz,tabular,0.703953,0.122735,0.164903,0.485338
kfsc,3,smoker_condition.npz,tabular,0.613636,0.038027,0.050809,0.592692
kfsc,4,glass_identification.npz,tabular,0.449533,0.298089,0.205044,0.425324
kfsc,5,statlog_image_segmentation.npz,tabular,0.618701,0.524162,0.442241,3.326779
kfsc,6,planning_relax.npz,tabular,0.695604,0.003407,0.011730,0.800598
kfsc,7,customer_classification.npz,tabular,0.292800,0.005765,0.003608,1.490809
kfsc,8,pima_indians_diabetes_database.npz,tabular,0.664062,0.013364,0.036383,0.690751
kfsc,9,mobile_price_classification.npz,tabular,0.278100,0.004559,0.002703,1.950661
kfsc,10,spambase.npz,tabular,0.659943,0.062720,0.100602,1.187356
kfsc,11,rice_seed_gonen_jasmine.npz,tabular,0.735974,0.185903,0.220884,3.658114
kfsc,12,heart_attack_analysis_prediction_dataset.npz,tabular,0.625083,0.042733,0.059434,0.236916
kfsc,13,user_knowledge_modeling.npz,tabular,0.337209,0.073293,0.039325,0.110710
kfsc,14,world12d.npz,tabular,0.673333,0.530078,0.527031,0.586074
kfsc,15,pumpkin_seeds.npz,tabular,0.698640,0.116536,0.157495,1.567804
kfsc,16,iris.npz,tabular,0.613333,0.220033,0.175295,0.028571
kfsc,17,wine.npz,tabular,0.837079,0.533477,0.564203,0.799987
kfsc,18,letter_recognition.npz,tabular,0.302682,0.330891,0.154266,34.939508
kfsc,19,mammographic_mass.npz,tabular,0.538554,0.005120,0.005308,2.583691
kfsc,20,breast_tissue.npz,tabular,0.484906,0.346947,0.198068,0.279720
kfsc,21,hepatitis.npz,tabular,0.667500,0.110842,0.103302,0.431803
kfsc,22,predicting_pulsar_star.npz,tabular,0.907538,0.258911,0.481976,2.456807
kfsc,23,breast_cancer_wisconsin_prognostic.npz,tabular,0.608787,0.050040,0.044896,1.041446
kfsc,24,wireless_indoor_localization.npz,tabular,0.720500,0.437585,0.433558,3.495996
kfsc,25,date_fruit.npz,tabular,0.700223,0.620225,0.637770,3.497819
kfsc,26,zoo.npz,tabular,0.657426,0.674453,0.533304,0.782141
kfsc,27,htru2.npz,tabular,0.908971,0.250915,0.475104,2.604355
kfsc,28,ionosphere.npz,tabular,0.885470,0.465126,0.591409,0.415072
kfsc,29,music_genre_classification.npz,tabular,0.356800,0.228727,0.163206,5.318236
kfsc,30,spectf_heart.npz,tabular,0.647500,0.067119,0.078193,0.475355
kfsc,31,rice_dataset_cammeo_and_osmancik.npz,tabular,0.604357,0.031697,0.043295,1.902431
kfsc,32,ph_recognition.npz,tabular,0.486064,0.494659,0.302463,1.328911
kfsc,33,banknote_authentication.npz,tabular,0.638192,0.070802,0.075409,1.235485
kfsc,34,wine_quality.npz,tabular,0.410630,0.002336,-0.001152,6.513257
kfsc,35,cardiovascular_study.npz,tabular,0.741305,0.000030,0.003213,1.679841
kfsc,36,statlog_german_credit.npz,tabular,0.577000,0.003774,0.013425,0.680358
kfsc,37,boston.npz,tabular,0.727273,0.373366,0.343484,0.138884
kfsc,38,seismic_bumps.npz,tabular,0.916718,0.004748,-0.025051,1.081270
kfsc,39,dry_bean.npz,tabular,0.476523,0.344427,0.245360,8.282600
kfsc,40,credit_risk_classification.npz,tabular,0.662500,0.000193,-0.001223,1.048680
kfsc,41,epileptic_seizure_recognition.npz,tabular,0.426783,0.180945,0.143171,13.857086
kfsc,42,website_phishing.npz,tabular,0.523577,0.047826,0.028077,1.608131
kfsc,43,optical_recognition_of_handwritten_digits.npz,tabular,0.859273,0.793108,0.752335,7.073027
kfsc,44,siberian_weather_stats.npz,tabular,0.332196,0.008842,-0.000780,5.702512
kfsc,45,orbit_classification_for_prediction_nasa.npz,tabular,0.724274,0.010950,-0.046498,1.875483
kfsc,46,magic_gamma_telescope.npz,tabular,0.588859,0.010056,0.026738,9.542366
kfsc,47,raisin.npz,tabular,0.533111,0.003203,0.003293,0.788412
kfsc,48,patient_treatment_classification.npz,tabular,0.595648,0.000161,0.000055,2.118709
kfsc,49,fetal_health_classification.npz,tabular,0.607244,0.129882,0.152396,1.453903
kfsc,50,dermatology.npz,tabular,0.914525,0.816537,0.824408,0.492215
kfsc,51,secom.npz,tabular,0.511040,0.000513,0.000252,2.246992
kfsc,52,paris_housing_classification.npz,tabular,0.821220,0.000520,0.014075,3.887720
kfsc,53,seeds.npz,tabular,0.690476,0.284812,0.284882,0.135448
kfsc,54,wine_customer.npz,tabular,0.837079,0.533477,0.564203,0.784667
kfsc,55,crowdsourced_mapping.npz,tabular,0.484865,0.179305,0.158928,8.116610
kfsc,56,durum_wheat_features.npz,tabular,0.580267,0.233260,0.224524,8.692845
kfsc,57,classification_in_asteroseismology.npz,tabular,0.664535,0.016604,0.063487,0.064649
kfsc,58,birds_bones_and_living_habits.npz,tabular,0.425666,0.165609,0.159409,1.897735
kfsc,59,microbes.npz,tabular,0.199420,0.018783,0.003711,32.145585
kfsc,60,image_segmentation.npz,tabular,0.640952,0.582730,0.474850,1.336436
kfsc,61,water_quality.npz,tabular,0.564595,0.011479,0.016743,0.984369
kfsc,62,insurance_company_benchmark.npz,tabular,0.654620,0.001852,0.014818,5.349502
kfsc,63,harbermans_survival.npz,tabular,0.735294,0.007440,0.000000,0.166784
kfsc,64,yeast.npz,tabular,0.344483,0.152435,0.082667,3.010320
kfsc,65,heart_disease.npz,tabular,0.539394,0.032642,0.018009,1.904158
kfsc,66,ecoli.npz,tabular,0.591437,0.305704,0.242598,2.390438
kfsc,67,extyaleb.npz,tabular,0.909091,0.776324,0.783901,0.753860
kfsc,68,breast_cancer_coimbra.npz,tabular,0.612069,0.053316,0.048006,0.135059
kfsc,69,student_grade.npz,tabular,0.616709,0.033289,0.051319,0.802139
kfsc,70,human_stress_detection.npz,tabular,0.421189,0.060418,0.024918,1.044338
kfsc,71,fraud_detection_bank.npz,tabular,0.734673,0.110460,0.204149,5.314338
kfsc,72,pen_based_recognition_of_handwritten_digits.npz,tabular,0.803656,0.730773,0.680021,17.109207
kfsc,73,diabetic_retinopathy_debrecen.npz,tabular,0.551347,0.018849,0.012882,0.581177
kfsc,74,pistachio.npz,tabular,0.622905,0.029184,0.054507,1.962665
kfsc,75,turkish_music_emotion.npz,tabular,0.521500,0.187591,0.187977,1.675252
kfsc,76,parkinsons.npz,tabular,0.748718,0.002604,-0.006859,0.816007
kfsc,77,weather.npz,tabular,1.000000,1.000000,1.000000,0.891593
kfsc,78,blood_transfusion_service_center.npz,tabular,0.762032,0.003481,0.000000,0.585665
kfsc,79,mfeat-karhunen.npz,tabular,0.926500,0.850484,0.844582,5.577648
kfsc,80,mfeat-factors.npz,tabular,0.896700,0.840252,0.815091,9.605501
kfsc,81,wall-robot-navigation.npz,tabular,0.389626,0.066058,0.051628,5.793230
kfsc,82,Waveform.npz,tabular,0.407000,0.060619,0.041302,3.648788
kfsc,83,gas-drift.npz,tabular,0.478540,0.279387,0.159600,17.316380
kfsc,84,mfeat-morphological.npz,tabular,0.543200,0.540668,0.419770,4.603127
kfsc,85,JapaneseVowels.npz,tabular,0.490152,0.393033,0.276423,28.734365
kfsc,86,rmftsa_sleepdata.npz,tabular,0.408398,0.009916,0.011914,2.297163
kfsc,87,first-order-theorem-proving.npz,tabular,0.281366,0.042386,0.027704,12.562499
kfsc,88,gina_prior2.npz,tabular,0.469146,0.416323,0.299104,25.557834
kfsc,89,fabert.npz,tabular,0.204856,0.039642,0.025089,22.577482
kfsc,90,dilbert.npz,tabular,0.382460,0.174968,0.133508,23.579108
kfsc,91,synthetic_control.npz,tabular,0.482333,0.580956,0.414163,2.436444
kfsc,92,Drug Consumption.npz,tabular,0.433619,0.002381,-0.000243,3.311234
kfsc,93,shuttle.npz,tabular,0.812140,0.112206,0.266359,1.462823
kfsc,94,tr45.wc.npz,tabular,0.514497,0.408455,0.317281,7.151579
kfsc,95,steel-plates-fault.npz,tabular,0.691396,0.228120,0.151869,0.882090
kfsc,96,fbis.wc.npz,tabular,0.545537,0.495684,0.362873,16.406233
kfsc,97,mfeat-fourier.npz,tabular,0.631500,0.536301,0.444949,3.473708
kfsc,98,vehicle.npz,tabular,0.374704,0.088004,0.072441,0.767086
kfsc,99,micro-mass.npz,tabular,0.442778,0.422864,0.255898,8.070523
kfsc,100,ISOLET.npz,tabular,0.577632,0.676980,0.486716,76.092809
kfsc,101,poker-hand.npz,tabular,0.521280,0.001370,0.002073,12.238476
kfsc,102,tamilnadu-electricity.npz,tabular,0.072640,0.005931,-0.000025,97.994577
kfsc,103,mnist64.npz,image,0.949353,0.894396,0.888320,1.129657
kfsc,104,MNIST_CLIP.npz,image,0.888195,0.778693,0.776420,50.093670
kfsc,105,fashion_mnist.npz,image,0.590733,0.535067,0.417999,22.845189
kfsc,106,FashionMNIST_CLIP.npz,image,0.676980,0.652839,0.559746,40.005153
kfsc,107,cifar10.npz,image,0.202215,0.078039,0.038594,23.981591
kfsc,108,CIFAR10_CLIP.npz,image,0.791740,0.669363,0.623865,28.683877
kfsc,109,coil20.npz,image,0.692500,0.811882,0.648923,13.497653
kfsc,110,COIL20_CLIP.npz,image,0.679722,0.754943,0.579792,17.562458
kfsc,111,labeled_faces_in_the_wild.npz,image,0.510182,0.000362,0.000048,2.393260
kfsc,112,flickr_material_database.npz,image,0.496289,0.366244,0.273749,9.555145
kfsc,113,street_view_house_numbers.npz,image,0.180601,0.056385,0.017671,10.038853
kfsc,114,har.npz,image,0.362449,0.278681,0.187437,5.585995
kfsc,115,Indian_pines.npz,image,0.395575,0.207040,0.092020,16.827523
kfsc,116,satellite_image.npz,image,0.618524,0.440935,0.433119,3.866411
kfsc,117,olivetti_faces.npz,image,0.461500,0.671066,0.287707,13.714133
kfsc,118,PCam.npz,image,0.612593,0.491251,0.416831,6.739591
kfsc,119,cnae9.npz,text,0.579815,0.020744,0.028271,5.120266
kfsc,120,imdb.npz,text,0.408134,0.026536,0.017123,2.749144
kfsc,121,hate_speech.npz,text,0.548326,0.007826,0.010084,2.391564
kfsc,122,sentiment_labeld_sentences.npz,text,0.619401,0.008949,-0.032857,1.042806
kfsc,123,sms_spam_collection.npz,text,0.508513,0.362396,0.272901,45.053754
kfsc,124,wos.npz,text,0.734273,0.167900,0.221741,10.898625
kfsc,125,enron.npz,text,0.565906,0.133426,0.142129,15.848203
kfsc,126,reuters.npz,text,0.363747,0.320208,0.201915,55.071988
kfsc,127,20newsgroups.npz,text,0.229837,0.018328,0.013262,31.993702
kfsc,128,Mouse_retina.npz,bioinfo,0.434044,0.400794,0.280521,76.186195
kfsc,129,Campbell.npz,bioinfo,0.588650,0.024601,0.031238,5.234961
kfsc,130,Baron Human.npz,bioinfo,0.539652,0.520069,0.421641,41.039465
kmeans,0,echocardiogram.npz,tabular,0.885246,0.561365,0.584648,0.096228
kmeans,1,skillcraft1_master_table_dataset.npz,tabular,0.321768,0.143160,0.078737,0.128133
kmeans,2,breast_cancer_wisconsin_original.npz,tabular,0.972182,0.814377,0.890982,0.437139
kmeans,3,smoker_condition.npz,tabular,0.988142,0.906951,0.953011,0.012813
kmeans,4,glass_identification.npz,tabular,0.546729,0.455312,0.284240,0.006080
kmeans,5,statlog_image_segmentation.npz,tabular,0.599134,0.633045,0.477573,0.061219
kmeans,6,planning_relax.npz,tabular,0.554945,0.003791,0.005438,0.061826
kmeans,7,customer_classification.npz,tabular,0.328200,0.020773,0.015085,0.039035
kmeans,8,pima_indians_diabetes_database.npz,tabular,0.699219,0.100023,0.154847,0.010525
kmeans,9,mobile_price_classification.npz,tabular,0.296900,0.008366,0.006238,0.078520
kmeans,10,spambase.npz,tabular,0.849381,0.378545,0.487501,0.783380
kmeans,11,rice_seed_gonen_jasmine.npz,tabular,0.984498,0.889584,0.938941,6.450340
kmeans,12,heart_attack_analysis_prediction_dataset.npz,tabular,0.814521,0.327032,0.393479,0.012425
kmeans,13,user_knowledge_modeling.npz,tabular,0.458140,0.215004,0.157356,0.020941
kmeans,14,world12d.npz,tabular,0.821333,0.773492,0.756235,0.011420
kmeans,15,pumpkin_seeds.npz,tabular,0.839600,0.373205,0.461082,0.188266
kmeans,16,iris.npz,tabular,0.830667,0.656715,0.616110,0.007868
kmeans,17,wine.npz,tabular,0.967416,0.879232,0.900972,0.009937
