algorithm,dataset_idx,dataset_name,dataset_type,acc,nmi,ari,time
s3comp,72,pen_based_recognition_of_handwritten_digits.npz,tabular,0.456205,0.388873,0.280613,150.133660
s3comp,73,diabetic_retinopathy_debrecen.npz,tabular,0.519400,0.000300,-0.001200,7.625178
s3comp,74,pistachio.npz,tabular,0.595065,0.018193,0.034465,8.369164
s3comp,75,turkish_music_emotion.npz,tabular,0.323000,0.046065,0.015499,1.032132
s3comp,76,parkinsons.npz,tabular,0.685128,0.003479,0.025064,0.501690
s3comp,77,weather.npz,tabular,1.000000,1.000000,1.000000,5.894384
s3comp,78,blood_transfusion_service_center.npz,tabular,0.645200,0.009300,0.032600,3.932521
s3comp,79,mfeat-karhunen.npz,tabular,0.731900,0.767873,0.684048,17.391446
s3comp,80,mfeat-factors.npz,tabular,0.848900,0.795318,0.737929,19.566983
s3comp,81,wall-robot-navigation.npz,tabular,0.400800,0.004100,-0.003200,85.051070
s3comp,82,Waveform.npz,tabular,0.347800,0.001068,0.000593,66.167101
s3comp,83,gas-drift.npz,tabular,0.380620,0.164716,0.107549,268.528617
s3comp,84,mfeat-morphological.npz,tabular,0.458100,0.375531,0.286162,17.837646
s3comp,85,JapaneseVowels.npz,tabular,0.426483,0.294079,0.207655,444.889762
s3comp,86,rmftsa_sleepdata.npz,tabular,0.296680,0.016666,0.004617,3.245521
s3comp,87,first-order-theorem-proving.npz,tabular,0.372540,0.026460,0.018546,145.100160
s3comp,88,gina_prior2.npz,tabular,0.542445,0.545651,0.423316,94.929069
s3comp,89,fabert.npz,tabular,0.251766,0.101947,0.054932,747.462937
s3comp,90,dilbert.npz,tabular,0.331100,0.188340,0.158952,920.421688
s3comp,91,synthetic_control.npz,tabular,0.443333,0.339739,0.281453,4.160112
s3comp,92,Drug Consumption.npz,tabular,0.309891,0.001417,0.001129,17.811833
s3comp,93,shuttle.npz,tabular,0.738460,0.029390,-0.083225,791.075943
s3comp,94,tr45.wc.npz,tabular,0.780178,0.644828,0.639549,9.191196
s3comp,95,steel-plates-fault.npz,tabular,0.518805,0.103917,-0.038400,7.000860
s3comp,96,fbis.wc.npz,tabular,0.514754,0.467467,0.347883,10.543072
s3comp,97,mfeat-fourier.npz,tabular,0.520200,0.523268,0.362059,21.763500
s3comp,98,vehicle.npz,tabular,0.346572,0.049310,0.037985,2.438678
s3comp,99,micro-mass.npz,tabular,0.761111,0.781581,0.632905,6.281372
s3comp,100,ISOLET.npz,tabular,0.490471,0.678265,0.428587,324.162477
s3comp,101,poker-hand.npz,tabular,0.538180,0.000194,0.000890,204.229328
s3comp,102,tamilnadu-electricity.npz,tabular,0.071280,0.006075,-0.000003,274.903017
s3comp,103,mnist64.npz,image,0.942144,0.868046,0.869730,7.664474
s3comp,104,MNIST_CLIP.npz,image,0.789516,0.779163,0.712172,437.735487
s3comp,105,fashion_mnist.npz,image,0.613333,0.608641,0.478495,17.267160
s3comp,106,FashionMNIST_CLIP.npz,image,0.655000,0.671249,0.539917,404.795171
s3comp,107,cifar10.npz,image,0.197231,0.070283,0.042290,155.180251
s3comp,108,CIFAR10_CLIP.npz,image,0.864740,0.753276,0.724119,410.232499
s3comp,109,coil20.npz,image,0.699722,0.799726,0.601554,7.121133
s3comp,110,COIL20_CLIP.npz,image,0.841800,0.918600,0.807200,17.958387
s3comp,111,labeled_faces_in_the_wild.npz,image,0.509200,0.001300,0.000400,0.000000
s3comp,112,flickr_material_database.npz,image,0.615246,0.536575,0.425675,20.462806
s3comp,113,street_view_house_numbers.npz,image,0.248634,0.115129,0.056849,11.599964
s3comp,114,har.npz,image,0.565442,0.524238,0.410732,7.913332
s3comp,115,Indian_pines.npz,image,0.343576,0.101800,0.040011,293.744872
s3comp,116,satellite_image.npz,image,0.452246,0.262549,0.204176,232.412149
s3comp,117,olivetti_faces.npz,image,0.691000,0.825600,0.563600,0.000000
s3comp,118,PCam.npz,image,0.743889,0.687896,0.608977,28.283791
s3comp,119,cnae9.npz,text,0.505969,0.001465,0.000171,143.237240
s3comp,120,imdb.npz,text,0.691152,0.024263,0.023272,15.384379
s3comp,121,hate_speech.npz,text,0.510699,0.005341,0.000361,30.316999
s3comp,122,sentiment_labeld_sentences.npz,text,0.860800,0.001800,-0.008200,8.994518
s3comp,123,sms_spam_collection.npz,text,0.605600,0.410100,0.344800,722.266861
s3comp,124,wos.npz,text,0.504870,0.007154,0.000105,180.650040
s3comp,125,enron.npz,text,0.699600,0.375500,0.424700,502.201262
s3comp,126,reuters.npz,text,0.282314,0.282493,0.139943,894.237888
s3comp,127,20newsgroups.npz,text,0.733300,0.257200,0.390700,139.132854
s3comp,128,Mouse_retina.npz,bioinfo,0.260883,0.128190,-0.056502,236.394232
s3comp,129,Campbell.npz,bioinfo,0.510900,0.007777,0.000343,23.577865
s3comp,130,Baron Human.npz,bioinfo,0.833203,0.696665,0.735414,139.198024
spectral_clustering,0,echocardiogram.npz,tabular,0.918033,0.639762,0.690470,0.021895
spectral_clustering,1,skillcraft1_master_table_dataset.npz,tabular,0.316318,0.128065,0.073820,7.273383
spectral_clustering,2,breast_cancer_wisconsin_original.npz,tabular,0.970717,0.802432,0.885368,0.087059
spectral_clustering,3,smoker_condition.npz,tabular,0.993083,0.938814,0.972446,0.130827
spectral_clustering,4,glass_identification.npz,tabular,0.461682,0.346910,0.219652,0.042198
spectral_clustering,5,statlog_image_segmentation.npz,tabular,0.548485,0.566048,0.368623,0.819744
spectral_clustering,6,planning_relax.npz,tabular,0.725275,0.042261,0.032896,0.005872
spectral_clustering,7,customer_classification.npz,tabular,0.334200,0.019664,0.014501,0.018683
spectral_clustering,8,pima_indians_diabetes_database.npz,tabular,0.715885,0.132642,0.184288,0.013536
spectral_clustering,9,mobile_price_classification.npz,tabular,0.304100,0.008823,0.006917,0.052109
spectral_clustering,10,spambase.npz,tabular,0.878722,0.562569,0.573620,0.303292
spectral_clustering,11,rice_seed_gonen_jasmine.npz,tabular,0.973517,0.843957,0.896843,5.750026
spectral_clustering,12,heart_attack_analysis_prediction_dataset.npz,tabular,0.825083,0.357043,0.420557,0.082946
spectral_clustering,13,user_knowledge_modeling.npz,tabular,0.567442,0.310398,0.256183,0.011156
spectral_clustering,14,world12d.npz,tabular,0.920000,0.842395,0.850444,0.046292
spectral_clustering,15,pumpkin_seeds.npz,tabular,0.808000,0.293872,0.379207,1.406829
spectral_clustering,16,iris.npz,tabular,0.846667,0.672844,0.641006,0.026308
spectral_clustering,17,wine.npz,tabular,0.983146,0.927647,0.947132,0.030485
spectral_clustering,18,letter_recognition.npz,tabular,0.600200,0.719605,0.502136,2.039677
spectral_clustering,19,mammographic_mass.npz,tabular,0.793976,0.285389,0.344904,0.140638
spectral_clustering,20,breast_tissue.npz,tabular,0.641509,0.532104,0.409670,0.059860
spectral_clustering,21,hepatitis.npz,tabular,0.837500,0.241757,0.382042,0.074342
spectral_clustering,22,predicting_pulsar_star.npz,tabular,0.955117,0.475424,0.675491,1.715857
spectral_clustering,23,breast_cancer_wisconsin_prognostic.npz,tabular,0.942004,0.708137,0.779256,0.065721
spectral_clustering,24,wireless_indoor_localization.npz,tabular,0.966000,0.908271,0.913525,0.379216
spectral_clustering,25,date_fruit.npz,tabular,0.787973,0.790667,0.738715,0.017226
spectral_clustering,26,zoo.npz,tabular,0.855446,0.823786,0.783778,0.005794
spectral_clustering,27,htru2.npz,tabular,0.965497,0.585541,0.724188,6.513088
spectral_clustering,28,ionosphere.npz,tabular,0.700855,0.125821,0.159007,0.010968
spectral_clustering,29,music_genre_classification.npz,tabular,0.481000,0.453663,0.300895,0.021129
spectral_clustering,30,spectf_heart.npz,tabular,0.802500,0.447798,0.418546,0.003617
spectral_clustering,31,rice_dataset_cammeo_and_osmancik.npz,tabular,0.919423,0.593538,0.703364,0.217120
spectral_clustering,32,ph_recognition.npz,tabular,0.618683,0.623800,0.418059,0.113038
spectral_clustering,33,banknote_authentication.npz,tabular,0.683236,0.190413,0.128340,0.028099
spectral_clustering,34,wine_quality.npz,tabular,0.448800,0.050218,0.006578,7.639081
spectral_clustering,35,cardiovascular_study.npz,tabular,0.831227,0.018970,0.082244,1.817755
spectral_clustering,36,statlog_german_credit.npz,tabular,0.695000,0.004713,0.019805,0.349429
spectral_clustering,37,boston.npz,tabular,0.954545,0.821740,0.867162,0.034466
spectral_clustering,38,seismic_bumps.npz,tabular,0.931889,0.000833,-0.002822,0.011205
spectral_clustering,39,dry_bean.npz,tabular,0.751726,0.724378,0.631319,6.125792
spectral_clustering,40,credit_risk_classification.npz,tabular,0.805738,0.001396,-0.002481,0.019218
spectral_clustering,41,epileptic_seizure_recognition.npz,tabular,0.308104,0.139981,0.086628,0.586879
spectral_clustering,42,website_phishing.npz,tabular,0.686918,0.203495,0.291668,0.028119
spectral_clustering,43,optical_recognition_of_handwritten_digits.npz,tabular,0.794664,0.832360,0.720655,1.486328
spectral_clustering,44,siberian_weather_stats.npz,tabular,0.381805,0.075506,0.027576,0.034537
spectral_clustering,45,orbit_classification_for_prediction_nasa.npz,tabular,0.839837,0.006437,-0.023856,0.370376
spectral_clustering,46,magic_gamma_telescope.npz,tabular,0.648625,0.001171,0.000794,4.877361
spectral_clustering,47,raisin.npz,tabular,0.813333,0.391671,0.392108,0.175169
spectral_clustering,48,patient_treatment_classification.npz,tabular,0.597643,0.002779,0.002503,5.416235
spectral_clustering,49,fetal_health_classification.npz,tabular,0.767639,0.262896,0.391807,0.909853
spectral_clustering,50,dermatology.npz,tabular,0.963687,0.927364,0.933628,0.077267
spectral_clustering,51,secom.npz,tabular,0.922782,0.015732,0.069125,1.047641
spectral_clustering,52,paris_housing_classification.npz,tabular,0.873140,0.000254,-0.000614,7.788736
spectral_clustering,53,seeds.npz,tabular,0.933333,0.762923,0.810869,0.101896
spectral_clustering,54,wine_customer.npz,tabular,0.983146,0.927647,0.947132,0.040524
spectral_clustering,55,crowdsourced_mapping.npz,tabular,0.565530,0.446248,0.305206,2.017403
spectral_clustering,56,durum_wheat_features.npz,tabular,0.600333,0.536578,0.404281,24.963708
spectral_clustering,57,classification_in_asteroseismology.npz,tabular,0.941059,0.658371,0.772699,0.285816
spectral_clustering,58,birds_bones_and_living_habits.npz,tabular,0.542857,0.444998,0.321494,0.015544
spectral_clustering,59,microbes.npz,tabular,0.368464,0.258541,0.179967,2.040052
spectral_clustering,60,image_segmentation.npz,tabular,0.780952,0.709495,0.604440,0.056173
spectral_clustering,61,water_quality.npz,tabular,0.597215,0.001331,0.000477,0.050869
spectral_clustering,62,insurance_company_benchmark.npz,tabular,0.935933,0.003160,0.018540,37.384889
spectral_clustering,63,harbermans_survival.npz,tabular,0.738562,0.014531,0.011577,0.011432
spectral_clustering,64,yeast.npz,tabular,0.447156,0.284411,0.178381,0.283453
spectral_clustering,65,heart_disease.npz,tabular,0.612795,0.326184,0.422696,0.010799
spectral_clustering,66,ecoli.npz,tabular,0.853823,0.696048,0.748387,0.047944
spectral_clustering,67,extyaleb.npz,tabular,0.912226,0.820307,0.780950,0.087053
spectral_clustering,68,breast_cancer_coimbra.npz,tabular,0.568966,0.091613,0.016495,0.005092
spectral_clustering,69,student_grade.npz,tabular,0.749367,0.290445,0.246204,0.126735
spectral_clustering,70,human_stress_detection.npz,tabular,0.976512,0.918141,0.934461,0.462041
spectral_clustering,71,fraud_detection_bank.npz,tabular,0.745075,0.032791,0.048635,71.671238
spectral_clustering,72,pen_based_recognition_of_handwritten_digits.npz,tabular,0.797705,0.817447,0.685596,7.530357
spectral_clustering,73,diabetic_retinopathy_debrecen.npz,tabular,0.559513,0.009901,0.013308,0.343978
spectral_clustering,74,pistachio.npz,tabular,0.789385,0.334888,0.334252,0.057647
spectral_clustering,75,turkish_music_emotion.npz,tabular,0.627500,0.429075,0.403432,0.014931
spectral_clustering,76,parkinsons.npz,tabular,0.851282,0.293496,0.408249,0.044981
spectral_clustering,77,weather.npz,tabular,1.000000,1.000000,1.000000,0.083804
spectral_clustering,78,blood_transfusion_service_center.npz,tabular,0.764973,0.012128,0.020696,0.013552
spectral_clustering,79,mfeat-karhunen.npz,tabular,0.768100,0.801951,0.687211,0.337361
spectral_clustering,80,mfeat-factors.npz,tabular,0.931500,0.873576,0.857613,0.340957
spectral_clustering,81,wall-robot-navigation.npz,tabular,0.477309,0.128482,0.076272,0.499934
spectral_clustering,82,Waveform.npz,tabular,0.506600,0.370203,0.251860,11.759339
spectral_clustering,83,gas-drift.npz,tabular,0.539400,0.486383,0.200063,14.782149
spectral_clustering,84,mfeat-morphological.npz,tabular,0.832500,0.846853,0.764559,0.052447
spectral_clustering,85,JapaneseVowels.npz,tabular,0.779741,0.806832,0.689152,5.224354
spectral_clustering,86,rmftsa_sleepdata.npz,tabular,0.375391,0.051178,0.050721,0.020551
spectral_clustering,87,first-order-theorem-proving.npz,tabular,0.411670,0.016260,0.002518,9.740894
spectral_clustering,88,gina_prior2.npz,tabular,0.455479,0.561680,0.313686,2.152139
spectral_clustering,89,fabert.npz,tabular,0.240743,0.025972,0.001791,40.510515
spectral_clustering,90,dilbert.npz,tabular,0.470780,0.381857,0.277839,10.598858
spectral_clustering,91,synthetic_control.npz,tabular,0.817000,0.797433,0.695737,0.014044
spectral_clustering,92,Drug Consumption.npz,tabular,0.432247,0.005756,0.000217,0.043263
spectral_clustering,93,shuttle.npz,tabular,0.813600,0.372618,0.367480,17.925245
spectral_clustering,94,tr45.wc.npz,tabular,0.347929,0.259187,0.131350,0.360992
spectral_clustering,95,steel-plates-fault.npz,tabular,0.632148,0.035220,-0.005265,0.045993
spectral_clustering,96,fbis.wc.npz,tabular,0.443625,0.353913,0.176997,3.794261
spectral_clustering,97,mfeat-fourier.npz,tabular,0.582800,0.644663,0.423456,0.525930
spectral_clustering,98,vehicle.npz,tabular,0.411348,0.210331,0.115544,0.155692
spectral_clustering,99,micro-mass.npz,tabular,0.772778,0.782918,0.624012,0.015665
spectral_clustering,100,ISOLET.npz,tabular,0.533077,0.748144,0.454031,13.608617
spectral_clustering,101,poker-hand.npz,tabular,0.542280,0.000355,-0.000094,6.995078
spectral_clustering,102,tamilnadu-electricity.npz,tabular,0.071500,0.007438,0.000215,222.239982
spectral_clustering,103,mnist64.npz,image,0.958410,0.915122,0.908516,0.161605
spectral_clustering,104,MNIST_CLIP.npz,image,0.781052,0.786954,0.677858,8.691323
spectral_clustering,105,fashion_mnist.npz,image,0.552000,0.581780,0.396810,0.805689
spectral_clustering,106,FashionMNIST_CLIP.npz,image,0.687260,0.717375,0.553938,3.549488
spectral_clustering,107,cifar10.npz,image,0.203631,0.068154,0.033458,0.161227
spectral_clustering,108,CIFAR10_CLIP.npz,image,0.767100,0.707087,0.486800,18.242495
spectral_clustering,109,coil20.npz,image,0.746667,0.869150,0.710246,0.715178
spectral_clustering,110,COIL20_CLIP.npz,image,0.930556,0.954035,0.905104,0.461595
spectral_clustering,111,labeled_faces_in_the_wild.npz,image,0.526818,0.002101,0.002427,2.412091
spectral_clustering,112,flickr_material_database.npz,image,0.773721,0.735012,0.640264,0.021435
spectral_clustering,113,street_view_house_numbers.npz,image,0.187158,0.021533,-0.003270,0.015250
spectral_clustering,114,har.npz,image,0.527700,0.691196,0.492263,23.234440
spectral_clustering,115,Indian_pines.npz,image,0.675231,0.599900,0.489314,1.556006
spectral_clustering,116,satellite_image.npz,image,0.674312,0.638191,0.520983,2.262996
spectral_clustering,117,olivetti_faces.npz,image,0.721000,0.885234,0.639160,0.025008
spectral_clustering,118,PCam.npz,image,0.571852,0.584547,0.280839,0.518893
spectral_clustering,119,cnae9.npz,text,0.509600,0.000270,0.000064,0.147026
spectral_clustering,120,imdb.npz,text,0.771189,0.042163,0.111295,1.695115
spectral_clustering,121,hate_speech.npz,text,0.537482,0.036136,0.005479,4.770290
spectral_clustering,122,sentiment_labeld_sentences.npz,text,0.871856,0.056396,0.063702,0.092967
spectral_clustering,123,sms_spam_collection.npz,text,0.557927,0.391425,0.314018,164.548288
spectral_clustering,124,wos.npz,text,0.914771,0.656638,0.688111,2.232356
spectral_clustering,125,enron.npz,text,0.721259,0.539411,0.483950,16.515546
spectral_clustering,126,reuters.npz,text,0.441117,0.525246,0.319992,2.156478
spectral_clustering,127,20newsgroups.npz,text,0.847079,0.283003,0.348379,115.985379
spectral_clustering,128,Mouse_retina.npz,bioinfo,0.489743,0.439507,0.322254,2.502006
spectral_clustering,129,Campbell.npz,bioinfo,0.613750,0.063404,0.051550,6.489644
spectral_clustering,130,Baron Human.npz,bioinfo,0.542066,0.449496,0.268683,68.885849
ssc,0,echocardiogram.npz,tabular,0.737705,0.036001,0.051322,1.491849
ssc,1,skillcraft1_master_table_dataset.npz,tabular,0.224039,0.013934,0.011462,352.819186
ssc,2,breast_cancer_wisconsin_original.npz,tabular,0.658900,0.014400,0.015300,2.586503
ssc,3,smoker_condition.npz,tabular,0.602767,0.000743,-0.000679,19.759158
ssc,4,glass_identification.npz,tabular,0.355140,0.176022,0.107184,0.291660
ssc,5,statlog_image_segmentation.npz,tabular,0.732035,0.642234,0.550443,52.426327
ssc,6,planning_relax.npz,tabular,0.719780,0.011569,0.016405,0.370446
ssc,7,customer_classification.npz,tabular,0.292000,0.006454,0.002190,11.236263
ssc,8,pima_indians_diabetes_database.npz,tabular,0.649740,0.000865,-0.001208,9.610753
ssc,9,mobile_price_classification.npz,tabular,0.281000,0.002985,0.001176,57.832660
ssc,10,spambase.npz,tabular,0.607042,0.001511,0.001172,576.250584
ssc,11,rice_seed_gonen_jasmine.npz,tabular,0.573257,0.022959,0.020814,4341.151429
ssc,12,heart_attack_analysis_prediction_dataset.npz,tabular,0.564356,0.007046,0.012298,0.211360
ssc,13,user_knowledge_modeling.npz,tabular,0.395300,0.056100,0.044900,0.456311
ssc,14,world12d.npz,tabular,0.526667,0.375122,0.293791,0.205507
ssc,15,pumpkin_seeds.npz,tabular,0.584400,0.022972,0.027729,60.462345
ssc,16,iris.npz,tabular,0.586667,0.280328,0.248951,0.114199
ssc,17,wine.npz,tabular,0.494382,0.130677,0.111226,0.162508
ssc,18,letter_recognition.npz,tabular,0.302742,0.352079,0.144487,5115.067888
ssc,19,mammographic_mass.npz,tabular,0.607200,0.035600,0.044900,3.615571
ssc,20,breast_tissue.npz,tabular,0.471698,0.352768,0.178106,0.151380
ssc,21,hepatitis.npz,tabular,0.850000,0.052116,0.099785,0.060866
ssc,22,predicting_pulsar_star.npz,tabular,0.879974,0.207630,0.406498,6549.694521
ssc,23,breast_cancer_wisconsin_prognostic.npz,tabular,0.706503,0.139189,0.169202,1.166708
ssc,24,wireless_indoor_localization.npz,tabular,0.478000,0.255146,0.235646,85.955846
ssc,25,date_fruit.npz,tabular,0.577951,0.647219,0.534833,3.652353
ssc,26,zoo.npz,tabular,0.386139,0.382389,0.089935,0.140380
ssc,27,htru2.npz,tabular,0.928793,0.333557,0.564426,8128.247382
ssc,28,ionosphere.npz,tabular,0.589700,0.099900,0.016700,0.712827
ssc,29,music_genre_classification.npz,tabular,0.299000,0.179118,0.103348,5.265290
ssc,30,spectf_heart.npz,tabular,0.625000,0.052400,0.052000,0.119651
ssc,31,rice_dataset_cammeo_and_osmancik.npz,tabular,0.590026,0.018634,0.031597,509.125518
ssc,32,ph_recognition.npz,tabular,0.465544,0.465541,0.284223,1.323881
ssc,33,banknote_authentication.npz,tabular,0.637026,0.047951,0.073780,32.636571
ssc,34,wine_quality.npz,tabular,0.453109,0.005911,0.002694,1020.823311
ssc,35,cardiovascular_study.npz,tabular,0.838700,0.008500,0.055100,110.220502
ssc,36,statlog_german_credit.npz,tabular,0.694000,0.001145,0.010565,8.715960
ssc,37,boston.npz,tabular,0.577900,0.182200,0.158800,0.249575
ssc,38,seismic_bumps.npz,tabular,0.931889,0.000436,-0.002822,6.365935
ssc,39,dry_bean.npz,tabular,0.501751,0.399336,0.328519,4448.016239
ssc,40,credit_risk_classification.npz,tabular,0.806352,0.000448,-0.001556,16.520441
ssc,41,epileptic_seizure_recognition.npz,tabular,0.280174,0.042732,0.030907,963.513652
ssc,42,website_phishing.npz,tabular,0.541759,0.101720,0.005866,23.565163
ssc,43,optical_recognition_of_handwritten_digits.npz,tabular,0.697358,0.725853,0.600710,333.412431
ssc,44,siberian_weather_stats.npz,tabular,0.315600,0.021900,0.020100,13.986377
ssc,45,orbit_classification_for_prediction_nasa.npz,tabular,0.856562,0.000354,-0.002030,68.140999
ssc,46,magic_gamma_telescope.npz,tabular,0.657266,0.028691,0.076704,4868.108662
ssc,47,raisin.npz,tabular,0.552200,0.008700,0.009900,4.421392
ssc,48,patient_treatment_classification.npz,tabular,0.596300,0.000500,0.001900,465.409206
ssc,49,fetal_health_classification.npz,tabular,0.705080,0.100298,0.226246,44.264155
